"";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"TimeBin";"EigenVal";"FiedlerVec";"FiedlerBinary";"Strength";"Betweenness"
"43";"R_SCEF_ROI";2;0,00867190230898154;7,49361;9,70639;60,5539;"R";"First";1,02681181361817;-0,0250824736639894;0;329,155363536102;3
"44";"R_6ma_ROI";2;0,0089780491890162;15,6085;10,2145;70,2812;"R";"First";1,02655335757018;-0,0352847314342605;0;328,436329511988;16
"45";"R_7Am_ROI";3;0,009277346639683;12,5135;-58,8446;64,6355;"R";"First";1,02622528047855;-0,0727341494633666;0;356,581445899682;64
"46";"R_7PL_ROI";3;0,00957454826019663;17,837;-71,7997;59,0052;"R";"First";1,02596201860976;-0,0871134562046647;0;381,679423179231;24
"47";"R_7PC_ROI";3;0,00987723098811533;32,7263;-51,6105;69,193;"R";"First";1,0257765751234;-0,03894231141454;0;380,279752029059;9
"48";"R_LIPv_ROI";3;0,0101792816511167;31,6252;-64,1274;62,6232;"R";"First";1,02568358227179;-0,0859254235601034;0;374,724076516763;6
"49";"R_VIP_ROI";3;0,010470241542037;22,2529;-63,6514;66,5773;"R";"First";1,02553834583073;-0,0685006678747796;0;380,755789021725;7
"50";"R_MIP_ROI";3;0,0107561155644005;27,4885;-75,9801;54,2949;"R";"First";1,02508335457526;-0,0660752149556309;0;365,552648606614;6
"51";"R_1_ROI";3;0,01104176384263;46,5537;-27,1185;65,2762;"R";"First";1,02487696654569;0,00145315003706347;1;396,931138616008;2
"52";"R_2_ROI";3;0,0113346802853843;42,7766;-36,5621;65,4743;"R";"First";1,02483672999261;-0,0102363853065009;0;400,217230330745;54
"53";"R_3a_ROI";3;0,0116322406934841;45,1661;-16,8134;63,847;"R";"First";1,02471932011678;0,0149336196249712;1;372,318110729798;3
"54";"R_6d_ROI";3;0,0119244861893926;35,0095;-7,72449;71,1996;"R";"First";1,02455213344573;0,0238047819498733;1;375,534396295725;27
"55";"R_6mp_ROI";3;0,0122120370963413;15,4173;-9,74476;74,6888;"R";"First";1,02425198478227;-0,00207146187805335;0;363,414356387932;2
"56";"R_6v_ROI";3;0,0125004835764916;61,2375;8,91548;30,2606;"R";"First";1,02400003135047;-0,0498033287357705;0;356,981932508446;54
"57";"R_p24pr_ROI";2;0,0127874528529641;2,9735;-0,140771;40,181;"R";"First";1,02373154898005;-0,00368095795426875;0;286,128446351094;1
"58";"R_33pr_ROI";2;0,013073830558984;2,10513;12,5786;30,8917;"R";"First";1,02358733205909;-0,00977797690702394;0;302,591925232395;0
"59";"R_a24pr_ROI";2;0,0133675740274253;3,53;19,6974;32,8651;"R";"First";1,02347755081507;-0,0222915600734808;0;333,561032727455;0
"60";"R_p32pr_ROI";2;0,0136552919483725;5,61277;20,9864;42,917;"R";"First";1,02323087190098;-0,0454751702839814;0;353,440454216161;62
"61";"R_a24_ROI";2;0,0139406152534478;5,34475;39,628;-0,222395;"R";"First";1,02300197362392;0,0102889846313726;1;298,783319476957;3
"62";"R_d32_ROI";1;0,0142010958472267;7,59332;45,6063;27,1128;"R";"First";1,02290733425491;0,0100681569040384;1;310,118327281246;151
"63";"R_8BM_ROI";1;0,014464484328671;7,94204;33,6575;48,3305;"R";"First";1,02276529106045;0,0180949247966792;1;319,389647048383;73
"64";"R_p32_ROI";1;0,0147116000259045;8,20707;49,7414;-0,977086;"R";"First";1,02261216409909;0,0197068759715914;1;317,070528320111;16
"65";"R_10r_ROI";1;0,0149540015891762;9,35946;50,2808;-9,21838;"R";"First";1,02226590828548;0,0521772994106246;1;322,006279054925;1
"66";"R_47m_ROI";1;0,0151848491071405;33,6067;44,3736;-21,896;"R";"First";1,02221499046148;0,0500907956464733;1;318,930821928189;7
"67";"R_8Av_ROI";1;0,0154288452632836;41,6207;30,3134;52,7984;"R";"First";1,02204058359957;0,100889931553818;1;364,363460908672;235
"68";"R_8Ad_ROI";1;0,0156674150484543;24,8163;41,2619;52,4932;"R";"First";1,02181204273443;0,0788268504727153;1;359,912988853205;46
"69";"R_9m_ROI";1;0,0159109489144465;9,77772;55,5384;19,4907;"R";"First";1,02169675602299;0,0898681803888403;1;359,335895227952;151
"70";"R_8BL_ROI";1;0,0161477615536027;13,1297;42,8029;49,899;"R";"First";1,02150153170964;0,0800779091083741;1;355,523986197023;106
"71";"R_9p_ROI";1;0,0163873967969066;19,3273;56,7856;36,8587;"R";"First";1,02125186570812;0,0883677372878283;1;350,591377800433;43
"72";"R_10d_ROI";1;0,0166220526966975;14,5949;63,9099;6,3469;"R";"First";1,02118091146282;0,0569693667526277;1;359,812010280325;13
"73";"R_8C_ROI";1;0,016870219388331;47,0638;33,202;41,5634;"R";"First";1,02109754731141;0,0416412652792161;1;326,967359752321;34
"74";"R_44_ROI";1;0,0170892754504783;55,5926;30,7987;8,21848;"R";"First";1,02101246058399;-0,0112448155370803;0;320,808637705637;199
"75";"R_45_ROI";1;0,0173042051373445;51,8548;41,8814;1,28693;"R";"First";1,02063387549979;0,0636292844340946;1;334,056377683685;53
"76";"R_47l_ROI";1;0,0175249366746064;43,7371;47,658;-13,7434;"R";"First";1,02050220871632;0,0703735670040994;1;339,840641737757;24
"77";"R_a47r_ROI";1;0,0177424817411281;37,864;59,5346;-10,576;"R";"First";1,0202390311242;0,0195163338913407;1;326,836448219291;20
"78";"R_6r_ROI";2;0,0179542515325692;59,5259;18,4077;17,3005;"R";"First";1,01998793364304;-0,0649602482247949;0;345,29930910776;1099
"79";"R_IFJa_ROI";3;0,0181599744090154;53,4912;31,0643;25,0642;"R";"First";1,01995049681473;-0,0306479637541715;0;349,062954110462;8
"80";"R_IFJp_ROI";3;0,0183682150699509;53,9779;22,2877;33,5081;"R";"First";1,01973200014586;-0,0428872723425143;0;347,68734378974;91
"81";"R_IFSp_ROI";3;0,0185723823524897;52,4454;40,7271;18,2284;"R";"First";1,01962421956124;-0,0403245213708226;0;343,214370236401;7
"82";"R_IFSa_ROI";2;0,018782349573746;49,675;50,6786;5,20129;"R";"First";1,01945431073888;-0,0559610156534105;0;363,539369712268;29
"83";"R_p9-46v_ROI";1;0,0189880201901181;46,0452;48,3089;27,0877;"R";"First";1,01940751914671;0,0224598555620097;1;326,025922179571;46
"84";"R_46_ROI";2;0,0191838565566299;37,0494;53,7846;33,3392;"R";"First";1,01901456980115;-0,0133881161456466;0;334,656925053344;188
"85";"R_a9-46v_ROI";2;0,0193794607235898;40,9927;61,2528;7,54336;"R";"First";1,01888463530293;-0,030071914923315;0;341,422270670013;14
"86";"R_9-46d_ROI";2;0,0195672534788761;29,74;63,0865;23,0988;"R";"First";1,01885687194733;-0,033268948258575;0;342,437229882981;456
"87";"R_9a_ROI";1;0,019744818676537;18,4624;64,3698;21,3977;"R";"First";1,0186569794514;0,0850919443116692;1;356,249601710354;45
"88";"R_10v_ROI";1;0,0199174621518299;11,147;50,6572;-14,2929;"R";"First";1,01840052083959;0,0797619117820206;1;360,850530817863;52
"89";"R_a10p_ROI";1;0,0200934449905637;26,0191;64,4888;-8,02278;"R";"First";1,01824375056276;0,0533108151324395;1;329,001642555483;56
"90";"R_10pp_ROI";1;0,020266262584485;18,1195;59,2093;-13,2955;"R";"First";1,01803807181516;0,0397041500806942;1;320,155738559756;21
"91";"R_11l_ROI";2;0,0204375542914101;27,5378;54,0826;-19,3212;"R";"First";1,01781201223404;-0,00894071120506164;0;332,236351179518;254
"92";"R_13l_ROI";2;0,020608612618526;24,9429;37,8085;-25,883;"R";"First";1,01766746069245;-0,0140170954173411;0;316,49503224125;2
"93";"R_OFC_ROI";3;0,0207840701783933;12,9634;36,6683;-23,587;"R";"First";1,01750799759251;0,00846068848506182;1;316,475163189455;1
"94";"R_47s_ROI";1;0,0209661853375594;33,0099;33,8833;-24,9105;"R";"First";1,01736248639487;0,0214701413124073;1;312,039589026601;3
"95";"R_LIPd_ROI";3;0,0211443553935147;38,3248;-64,1704;57,2959;"R";"First";1,01727438060211;-0,0603802548103488;0;367,387804121241;41
"96";"R_6a_ROI";3;0,0213140895935328;29,7331;8,5891;67,9602;"R";"First";1,01694741492221;-0,0656670591327416;0;372,3495635232;19
"97";"R_i6-8_ROI";1;0,0214773916560574;35,4586;22,4701;60,9687;"R";"First";1,01689356820892;0,00893714541588855;1;334,73462363547;125
"98";"R_s6-8_ROI";1;0,0216386886596832;18,7338;28,1582;62,8455;"R";"First";1,01672388652417;0,0397656947660529;1;337,042531844569;24
"99";"R_43_ROI";2;0,0218115271863954;61,924;5,67994;11,0477;"R";"First";1,01667496152751;-0,0223848903518454;0;338,503354759068;6
"100";"R_OP4_ROI";3;0,0219858531011227;63,0578;-6,40771;14,6898;"R";"First";1,01649947439069;-0,00892839441831021;0;348,180889916938;0
"101";"R_OP1_ROI";3;0,0221721572604317;56,8963;-15,843;15,4816;"R";"First";1,01636007476822;-0,00765074351332111;0;363,792244844147;6
"102";"R_OP2-3_ROI";3;0,0223588430867297;51,3937;-8,28483;10,6981;"R";"First";1,01625483306941;-0,0327496813345367;0;346,052621075652;44
"103";"R_52_ROI";2;0,0225264828496275;51,477;-7,76963;-3,25098;"R";"First";1,01597623436676;-0,00704153977311361;0;318,3541077932;7
"104";"R_RI_ROI";3;0,0226990304089688;57,2127;-26,756;14,884;"R";"First";1,01585036315605;-0,0156095686355899;0;380,574487800914;42
"105";"R_PFcm_ROI";3;0,0228791017024822;61,3094;-25,5357;21,6459;"R";"First";1,01564615779529;-0,04630038544999;0;342,44744012239;9
"106";"R_PoI2_ROI";2;0,0230814222586586;46,4368;13,7221;-13,0385;"R";"First";1,01550670821904;-0,0170576180536886;0;321,134841512158;2
"107";"R_TA2_ROI";3;0,0232861994020204;55,4828;4,25641;-16,9808;"R";"First";1,01542706024848;-0,0133145804471472;0;334,841226582199;1
"108";"R_FOP4_ROI";2;0,0235062445523716;48,5447;25,7731;1,07973;"R";"First";1,01535375032086;-0,0489859140522654;0;349,76702809072;280
"109";"R_MI_ROI";2;0,0237335097882172;43,9819;22,6609;-11,7675;"R";"First";1,01523341185598;-0,0361218479374381;0;330,27636851185;10
"110";"R_Pir_ROI";3;0,0239485278159316;33,9807;18,5583;-32,4409;"R";"First";1,01503654851551;-0,0223134621869027;0;300,859617818482;1
"111";"R_AVI_ROI";2;0,024165763949216;40,9792;34,3531;-15,9696;"R";"First";1,01492225731126;-0,00150961781497215;0;303,202908844373;123
"112";"R_AAIC_ROI";2;0,0243845499636722;36,4401;25,345;-26,3751;"R";"First";1,01472898723025;0,00455078119059545;1;296,809591040834;0
"113";"R_FOP1_ROI";2;0,0246020441834003;55,5335;12,1726;5,71548;"R";"First";1,01466431801582;-0,0307064520604456;0;317,985086193091;35
"114";"R_FOP3_ROI";2;0,0248214167864525;46,4891;18,2405;-0,680978;"R";"First";1,01451279188024;-0,043843202855306;0;340,737445106296;6
"115";"R_FOP2_ROI";3;0,0250475008061821;51,169;6,56433;5,70963;"R";"First";1,01443150135493;-0,0364840360367686;0;321,303715589888;0
"116";"R_PFt_ROI";3;0,0252739611692252;62,3717;-24,3981;44,39;"R";"First";1,01414967829068;-0,0112378026228487;0;399,418010740082;13
"117";"R_AIP_ROI";3;0,025502913384608;45,8997;-45,6113;56,927;"R";"First";1,01410733685306;-0,0645309812045634;0;363,733808765701;7
"118";"R_EC_ROI";3;0,0257414135036349;31,593;-11,1874;-40,004;"R";"First";1,01387035141096;0,0127168285126748;1;339,058604535122;1
"119";"R_PreS_ROI";2;0,0259863931892299;21,5555;-40,429;-21,2506;"R";"First";1,01372700217901;0,0039924794970416;1;316,980899062221;1
"120";"R_H_ROI";3;0,0262443842113011;28,4755;-20,7455;-31,2903;"R";"First";1,0135763280206;0,0186502313053489;1;342,688127863844;2
"121";"R_ProS_ROI";3;0,0264928689026733;12,5434;-56,7855;-3,49956;"R";"First";1,01348837758452;-0,0267692669223667;0;352,689013706863;46
"122";"R_PeEc_ROI";3;0,0267356558653901;35,374;-9,29555;-43,1326;"R";"First";1,01333179229902;0,0243963577591824;1;343,866873851187;13
"123";"R_STGa_ROI";3;0,0269813002395927;52,8343;11,1678;-29,0059;"R";"First";1,01325760718505;0,0163863443399933;1;319,787422295581;30
"124";"R_PBelt_ROI";3;0,0272356028516711;62,6319;-22,0874;4,23151;"R";"First";1,0130252501243;-0,0150997727951701;0;335,442392730522;5
"125";"R_A5_ROI";3;0,0274900889485594;64,1252;-19,5546;-3,71639;"R";"First";1,01296152492228;-0,00466861650568625;0;372,575521194211;7
"126";"R_PHA1_ROI";3;0,0277574352302397;25,1167;-41,5795;-25,8321;"R";"First";1,01289068451866;-0,014129132086269;0;340,350855657658;18
"127";"R_PHA3_ROI";3;0,0280407584936007;32,2005;-42,9438;-30,5382;"R";"First";1,01269200567099;-0,0262802163631839;0;336,126626111128;7
"128";"R_STSda_ROI";3;0,0283296908024507;60,7947;-3,53603;-18,2347;"R";"First";1,01251594102094;0,0408616884905258;1;358,875560641211;23
"129";"R_STSdp_ROI";3;0,0286059074489406;62,8694;-28,5061;-5,24259;"R";"First";1,01240050167758;0,0271534476137517;1;352,002012065605;7
"130";"R_STSvp_ROI";1;0,028888212727539;63,7555;-34,3727;-8,91097;"R";"First";1,012204130558;0,0713752267268324;1;335,529260750736;23
"131";"R_TGd_ROI";3;0,0291673129642228;43,8856;13,0851;-40,2025;"R";"First";1,01204273535802;0,0316671769918998;1;344,557517255938;3
"132";"R_TE1a_ROI";1;0,0294379505085216;59,7991;-7,59065;-28,0971;"R";"First";1,0118949715975;0,107629365606588;1;362,997388703949;249
"133";"R_TE1p_ROI";1;0,0296920137769313;62,8978;-44,6111;-13,7474;"R";"First";1,01179466056016;0,0833645644288294;1;359,038185526099;312
"134";"R_TE2a_ROI";1;0,0299498525739873;57,2602;-16,9342;-32,5268;"R";"First";1,01174186034246;0,0636504532269953;1;328,950977668889;25
"135";"R_TF_ROI";3;0,0302116219600836;44,4776;-23,1756;-38,6039;"R";"First";1,01165529255974;0,0173248332660064;1;348,106282314654;39
"136";"R_TE2p_ROI";3;0,0304499080093878;53,6296;-44,9692;-27,0755;"R";"First";1,01136103993826;-0,0488620179865443;0;328,776604500036;0
"137";"R_PHT_ROI";1;0,0306812879412813;61,1717;-55,3933;-5,67552;"R";"First";1,01128236264215;0,0135386962056699;1;336,319627450013;51
"138";"R_PH_ROI";3;0,0309139993438125;52,6766;-66,4423;-16,4321;"R";"First";1,01122772968256;-0,0660330718797652;0;360,645613655303;16
"139";"R_TPOJ1_ROI";3;0,0311444994127809;62,2442;-46,1787;8,32584;"R";"First";1,01101460194687;-0,0421174774461952;0;367,688817157111;14
"140";"R_TPOJ2_ROI";3;0,0313763497185213;58,5092;-62,6632;7,11005;"R";"First";1,01095408080931;-0,0413268146144403;0;360,181681828389;2
"141";"R_TPOJ3_ROI";1;0,0315870704009924;53,987;-74,1801;14,6672;"R";"First";1,01085138191131;0,036768364881553;1;357,445721458167;198
"142";"R_DVT_ROI";3;0,0317983649827117;12,1251;-78,5032;33,5764;"R";"First";1,01075005631025;-0,0680182255145036;0;356,625998399575;2
"143";"R_PGp_ROI";1;0,0320132701226049;46,5474;-86,4579;23,4039;"R";"First";1,01061700706664;0,0300735823761962;1;340,347350963834;25
"144";"R_IP2_ROI";2;0,0322207250019852;49,9954;-52,2667;52,7652;"R";"First";1,01039394865961;-0,0188911439037406;0;336,49921153051;2
"145";"R_IP1_ROI";1;0,0324045529960652;40,6846;-74,0717;49,3513;"R";"First";1,01037397359921;0,0331414867026729;1;332,366146435563;125
"146";"R_IP0_ROI";1;0,032584559337667;37,2852;-86,9869;35,2219;"R";"First";1,01028084432082;0,076589745904495;1;333,253439873964;98
"147";"R_PFop_ROI";3;0,0327375001102218;66,1984;-15,7688;28,0183;"R";"First";1,01007404541607;-0,0517042541362566;0;389,324194731839;29
"148";"R_PF_ROI";2;0,0328740834650711;65,3278;-32,2026;35,4308;"R";"First";1,00992330950768;-0,0645543386054274;0;359,70154654847;351
"149";"R_PFm_ROI";1;0,0330119606780838;58,5605;-52,0063;43,9648;"R";"First";1,0097015796064;-0,00533538310540955;0;316,131514761128;512
"150";"R_PGi_ROI";1;0,0331342506145806;57,3444;-64,9284;27,2283;"R";"First";1,0095970076236;0,0995713127417166;1;361,539463519448;29
"151";"R_PGs_ROI";1;0,0332431230479702;50,4273;-73,1759;40,7051;"R";"First";1,00949657294909;0,0911686378257744;1;354,714787653136;268
"152";"R_V6A_ROI";3;0,0333694068732844;19,2425;-86,6335;41,8879;"R";"First";1,00922223068766;-0,0457306928541576;0;373,895928890148;6
"153";"R_VMV1_ROI";3;0,03348452618298;19,1921;-58,7211;-17,1867;"R";"First";1,00904887845738;-0,0537868987833774;0;358,820314015597;0
"154";"R_VMV3_ROI";3;0,0335877971921523;29,9803;-63,5782;-23,772;"R";"First";1,00902232931327;-0,0596800472189599;0;368,316978949006;0
"155";"R_PHA2_ROI";3;0,033690453267175;28,903;-41,0034;-29,0972;"R";"First";1,00890068390064;-0,0315091473764256;0;333,601252416973;0
"156";"R_V4t_ROI";3;0,0337883559029291;48,5485;-82,0295;-5,90969;"R";"First";1,00880190123724;-0,0317630302122122;0;387,440234478169;34
"157";"R_FST_ROI";3;0,0338980835423363;54,9344;-69,2892;-7,45739;"R";"First";1,00859823323279;-0,0715024912093778;0;391,438788283131;21
"158";"R_V3CD_ROI";3;0,0340193691861124;37,595;-94,7827;17,8555;"R";"First";1,00850294945366;-0,0760814684440498;0;377,331224346634;17
"159";"R_LO3_ROI";3;0,0341254256104657;47,8433;-86,0632;8,87829;"R";"First";1,00828970949655;-0,0583011365297382;0;339,789125287772;10
"160";"R_VMV2_ROI";3;0,0342293993651606;24,1382;-59,9713;-20,6539;"R";"First";1,00814398555556;-0,075005234109757;0;359,664162386442;2
"161";"R_31pd_ROI";1;0,0343112289335359;6,20401;-56,6167;39,9484;"R";"First";1,00803746210021;0,0896451519732983;1;333,558276077308;66
"162";"R_31a_ROI";1;0,0343934384893187;5,60152;-44,61;43,739;"R";"First";1,00799580041906;0,0791875427042502;1;343,847484026167;13
"163";"R_VVC_ROI";3;0,0344831306453488;36,542;-54,9856;-28,7131;"R";"First";1,0078049570551;-0,0588897210641016;0;355,225366537585;0
"164";"R_25_ROI";2;0,0345691153139271;4,84085;22,2933;-15,4668;"R";"First";1,00772970706067;-0,00621653795236008;0;282,037465345502;0
"165";"R_s32_ROI";1;0,0346739935567445;5,7648;34,5642;-12,0906;"R";"First";1,00772173870397;0,0601350333410571;1;341,055732393329;0
"166";"R_pOFC_ROI";2;0,0347625595006958;16,3331;19,9268;-26,862;"R";"First";1,0075487072116;-0,0273325607967797;0;311,79529728785;1
"167";"R_PoI1_ROI";2;0,0348267576161374;49,162;8,34246;-14,7761;"R";"First";1,00733503820787;-0,0147491355676255;0;313,170143873526;0
"168";"R_Ig_ROI";3;0,0348822650775459;48,2554;-2,98118;4,36077;"R";"First";1,00711986815158;-0,0158403969228131;0;311,912268513641;5
"169";"R_FOP5_ROI";2;0,034939196897826;46,6341;37,6873;-4,21261;"R";"First";1,00705971989511;-0,0160798347360514;0;316,21943995026;343
"170";"R_p10p_ROI";1;0,0349865240933639;26,4125;67,3486;4,33257;"R";"First";1,00703737583892;0,0564932793055483;1;331,900413521062;5
"171";"R_p47r_ROI";1;0,0350325178252984;45,0075;56,3789;-3,8272;"R";"First";1,00683991580917;0,00225364717921222;1;326,133608751668;115
"172";"R_TGv_ROI";3;0,035091777754786;42,3516;-0,325963;-44,6803;"R";"First";1,0065927982304;-0,000914228786653285;0;303,048678762654;1
"173";"R_MBelt_ROI";3;0,035160402004434;55,8767;-10,7522;-3,26385;"R";"First";1,00653326952647;-0,0143976279297597;0;322,666466211909;1
"174";"R_LBelt_ROI";3;0,0352486389292066;59,1382;-23,1168;6,61575;"R";"First";1,00643438017567;-0,00281285509083378;0;303,731870798648;4
"175";"R_A4_ROI";3;0,0353501357813778;64,0252;-20,8485;1,27518;"R";"First";1,00638672468398;-0,0199315403377608;0;374,117554167472;0
"176";"R_STSva_ROI";1;0,0354673767349382;61,8291;-11,4739;-19,5872;"R";"First";1,00631288638459;0,097824154074199;1;375,92335391143;349
"177";"R_TE1m_ROI";1;0,0355965264992357;63,3764;-29,3732;-19,5795;"R";"First";1,00624809636926;0,060760270112029;1;333,727790676259;105
"178";"R_PI_ROI";2;0,0357431808054332;50,7205;10,2304;-20,6694;"R";"First";1,00620701973871;-0,0166880483322247;0;321,860416554081;3
"179";"R_a32pr_ROI";2;0,0359061967356455;6,08628;34,8872;32,1108;"R";"First";1,00584259809211;-0,0242595889468419;0;323,916222053009;19
"180";"R_p24_ROI";2;0,0360872888490719;4,9989;37,9177;15,6267;"R";"First";1,00573358632271;-0,00370570843484322;0;327,442503579345;86
"181";"L_V1_ROI";2;0,0362869439360615;-9,66141;-84,5161;-0,484587;"L";"First";1,00564399031506;-0,030192111496285;0;329,181685253357;24
"182";"L_MST_ROI";3;0,0365065933202198;-51,6683;-78,4569;2,95631;"L";"First";1,00553815815795;-0,0543977214985722;0;373,012269865482;4
"183";"L_V6_ROI";3;0,036744548581529;-9,92671;-83,667;30,0225;"L";"First";1,00536038759994;-0,0473225961859069;0;360,007168367876;0
"184";"L_V2_ROI";3;0,036992856927804;-11,4511;-83,621;-8,18927;"L";"First";1,00524647736319;-0,0574225275198119;0;362,497110875524;0
