"";"Correlation";"x";"y";"z";"Label";"Hemisphere";"Relation"
"32924";0,15;6,74546;10,2644;56,9029;"R_SCEF_ROI";"R";"Positive"
"32925";0,12;6,89698;9,69156;57,9817;"R_SCEF_ROI";"R";"Positive"
"32926";0,12;7,07008;9,13243;59,0448;"R_SCEF_ROI";"R";"Positive"
"32927";0,1;7,26894;8,59094;60,0904;"R_SCEF_ROI";"R";"Positive"
"32928";0,07;7,49733;8,07054;61,1162;"R_SCEF_ROI";"R";"Positive"
"32929";0,04;7,75851;7,57402;62,1197;"R_SCEF_ROI";"R";"Positive"
"32930";0,04;8,05508;7,10333;63,098;"R_SCEF_ROI";"R";"Positive"
"32931";0,06;8,38891;6,65945;64,0478;"R_SCEF_ROI";"R";"Positive"
"32932";0,07;8,76107;6,24232;64,966;"R_SCEF_ROI";"R";"Positive"
"32933";0,04;9,17182;5,85075;65,8491;"R_SCEF_ROI";"R";"Positive"
"32934";-0,06;9,62067;5,48247;66,694;"R_SFL_ROI";"R";"Negative"
"32935";-0,07;10,1064;5,13427;67,4975;"R_SFL_ROI";"R";"Negative"
"32936";-0,02;10,6272;4,80212;68,2568;"R_SFL_ROI";"R";"Negative"
"32937";-0,03;11,1808;4,48144;68,9696;"R_6ma_ROI";"R";"Negative"
"32938";0,06;6,90006;11,3809;57,3582;"R_SCEF_ROI";"R";"Positive"
"32939";0,05;7,07108;10,8047;58,4419;"R_SCEF_ROI";"R";"Positive"
"32940";0,02;7,26764;10,2452;59,5079;"R_SCEF_ROI";"R";"Positive"
"32941";0,05;7,49361;9,70639;60,5539;"R_SCEF_ROI";"R";"Positive"
"32942";0,08;7,7524;9,19172;61,5771;"R_SCEF_ROI";"R";"Positive"
"32943";0,03;8,04679;8,70381;62,5746;"R_SCEF_ROI";"R";"Positive"
"32944";0,04;8,3788;8,24434;63,5429;"R_SCEF_ROI";"R";"Positive"
"32945";0,06;8,74966;7,8138;64,4785;"R_SCEF_ROI";"R";"Positive"
"32946";0,06;9,15973;7,41147;65,3779;"R_SCEF_ROI";"R";"Positive"
"32947";-0,02;9,60857;7,03536;66,2377;"R_SFL_ROI";"R";"Negative"
"32948";-0,11;10,0949;6,68232;67,0546;"R_SFL_ROI";"R";"Negative"
"32949";-0,05;10,617;6,34822;67,8259;"R_SFL_ROI";"R";"Negative"
"32950";0,03;11,1723;6,0282;68,549;"R_6ma_ROI";"R";"Positive"
"32951";0,11;7,07278;12,4837;57,7988;"R_SCEF_ROI";"R";"Positive"
"32952";0,09;7,26606;11,9061;58,8849;"R_SCEF_ROI";"R";"Positive"
"32953";0,04;7,48854;11,3484;59,9508;"R_SCEF_ROI";"R";"Positive"
"32954";0,05;7,74377;10,8147;60,9937;"R_SCEF_ROI";"R";"Positive"
"32955";0,02;8,03472;10,3085;62,0105;"R_SCEF_ROI";"R";"Positive"
"32956";0,02;8,36363;9,83212;62,9977;"R_SCEF_ROI";"R";"Positive"
"32957";0,03;8,73192;9,38698;63,9513;"R_SCEF_ROI";"R";"Positive"
"32958";0,05;9,14009;8,97291;64,8677;"R_SCEF_ROI";"R";"Positive"
"32959";0,03;9,58777;8,58833;65,7431;"R_SFL_ROI";"R";"Positive"
"32960";-0,06;10,0737;8,23027;66,5743;"R_SFL_ROI";"R";"Negative"
"32961";-0,05;10,5961;7,89451;67,3582;"R_SFL_ROI";"R";"Negative"
"32962";0,02;11,1523;7,57592;68,0923;"R_6ma_ROI";"R";"Positive"
"32963";0,1;7,26551;13,5738;58,2228;"R_SCEF_ROI";"R";"Positive"
"32964";0,05;7,48343;12,9968;59,3081;"R_SCEF_ROI";"R";"Positive"
"32965";0,06;7,7339;12,4433;60,3706;"R_SCEF_ROI";"R";"Positive"
"32966";0,09;8,0201;11,9173;61,4067;"R_SCEF_ROI";"R";"Positive"
"32967";0;8,34452;11,4226;62,4128;"R_SCEF_ROI";"R";"Positive"
"32968";-0,03;8,70882;10,9612;63,3848;"R_SCEF_ROI";"R";"Negative"
"32969";-0,03;9,1137;10,5339;64,3186;"R_SCEF_ROI";"R";"Negative"
"32970";-0,02;9,55893;10,1397;65,2104;"R_SFL_ROI";"R";"Negative"
"32971";-0,01;10,0433;9,77607;66,0563;"R_SFL_ROI";"R";"Negative"
"32972";0,02;10,5649;9,43862;66,8534;"R_SFL_ROI";"R";"Positive"
"32973";0,07;11,1211;9,12199;67,5991;"R_6ma_ROI";"R";"Positive"
"32974";0,06;7,47992;14,6521;58,6279;"R_SCEF_ROI";"R";"Positive"
"32975";0,03;7,72445;14,0778;59,7092;"R_SCEF_ROI";"R";"Positive"
"32976";0,07;8,00453;13,5309;60,7642;"R_SCEF_ROI";"R";"Positive"
"32977";0,08;8,32296;13,0158;61,7892;"R_SCEF_ROI";"R";"Positive"
"32978";-0,01;8,6817;12,536;62,7798;"R_SCEF_ROI";"R";"Negative"
"32979";-0,06;9,08175;12,0934;63,7315;"R_SCEF_ROI";"R";"Negative"
"32980";-0,06;9,52303;11,688;64,6399;"R_SFL_ROI";"R";"Negative"
"32981";-0,02;10,0045;11,3176;65,5011;"R_SFL_ROI";"R";"Negative"
"32982";-0,02;10,524;10,9781;66,3118;"R_SFL_ROI";"R";"Negative"
"32983";0,01;11,0791;10,6637;67,0693;"R_6ma_ROI";"R";"Positive"
"32984";0,06;7,71743;15,7189;59,0119;"R_SCEF_ROI";"R";"Positive"
"32985";0,06;7,99002;15,1496;60,0852;"R_SCEF_ROI";"R";"Positive"
"32986";0,1;8,30086;14,6122;61,1286;"R_SCEF_ROI";"R";"Positive"
"32987";0,09;8,65231;14,1115;62,1376;"R_SCEF_ROI";"R";"Positive"
"32988";0,04;9,04575;13,6509;63,1073;"R_SCEF_ROI";"R";"Positive"
"32989";-0,02;9,48139;13,2319;64,0329;"R_SFL_ROI";"R";"Negative"
"32990";-0,01;9,95828;12,853;64,9097;"R_SFL_ROI";"R";"Negative"
"32991";-0,07;10,4744;12,5104;65,7342;"R_SFL_ROI";"R";"Negative"
"32992";-0,07;11,027;12,1982;66,5037;"R_SFL_ROI";"R";"Negative"
"32993";0,09;7,97906;16,7746;59,3722;"R_SCEF_ROI";"R";"Positive"
"32994";0,09;8,28064;16,2128;60,4332;"R_SCEF_ROI";"R";"Positive"
"32995";0,11;8,62288;15,6882;61,4603;"R_SCEF_ROI";"R";"Positive"
"32996";0,12;9,00769;15,2062;62,4479;"R_SCEF_ROI";"R";"Positive"
"32997";0,07;9,4357;14,7702;63,3907;"R_SFL_ROI";"R";"Positive"
"32998";0,02;9,90623;14,3801;64,2835;"R_SFL_ROI";"R";"Positive"
"32999";-0,05;10,4173;14,033;65,1221;"R_SFL_ROI";"R";"Negative"
"33000";-0,11;10,966;13,7225;65,9035;"R_SFL_ROI";"R";"Negative"
"33001";0,12;8,26533;17,819;59,706;"R_SCEF_ROI";"R";"Positive"
"33002";0,06;8,59631;17,2675;60,7501;"R_SCEF_ROI";"R";"Positive"
"33003";0,08;8,97013;16,76;61,7553;"R_SCEF_ROI";"R";"Positive"
"33004";0,1;9,38815;16,3024;62,7156;"R_SFL_ROI";"R";"Positive"
"33005";0,03;9,85011;15,8974;63,6246;"R_SFL_ROI";"R";"Positive"
"33006";-0,01;10,3542;15,543;64,4773;"R_SFL_ROI";"R";"Negative"
"33007";-0,13;10,8973;15,2333;65,2703;"R_SFL_ROI";"R";"Negative"
"33008";0,06;8,57621;18,8514;60,0103;"R_SCEF_ROI";"R";"Positive"
"33009";-0,03;8,93641;18,3138;61,0323;"R_SFL_ROI";"R";"Negative"
"33010";0,03;9,34155;17,829;62,0097;"R_SFL_ROI";"R";"Positive"
"33011";0,01;9,79222;17,4035;62,9352;"R_SFL_ROI";"R";"Positive"
"33012";-0,07;10,2869;17,0379;63,8023;"R_SFL_ROI";"R";"Negative"
"33013";-0,12;10,8223;16,7269;64,6067;"R_SFL_ROI";"R";"Negative"
"33014";0,01;8,91095;19,8706;60,2822;"R_8BM_ROI";"R";"Positive"
"33015";0,01;9,29971;19,3519;61,276;"R_SFL_ROI";"R";"Positive"
"33016";0,03;9,73555;18,8981;62,2182;"R_SFL_ROI";"R";"Positive"
"33017";-0,07;10,2178;18,5151;63,1;"R_SFL_ROI";"R";"Negative"
"33018";-0,1;10,7431;18,1996;63,9155;"R_SFL_ROI";"R";"Negative"
"33019";0,11;9,26795;20,875;60,5183;"R_SFL_ROI";"R";"Positive"
"33020";0,07;9,68428;20,3829;61,4767;"R_SFL_ROI";"R";"Positive"
"33021";0,01;10,1498;19,9727;62,3739;"R_SFL_ROI";"R";"Positive"
"33022";-0,05;10,6617;19,6469;63,2005;"R_SFL_ROI";"R";"Negative"
"33023";0,16;9,64465;21,8628;60,7147;"R_SFL_ROI";"R";"Positive"
"33024";0,09;10,0873;21,4105;61,6278;"R_SFL_ROI";"R";"Positive"
"33025";0;10,5811;21,0638;62,4661;"R_SFL_ROI";"R";"Positive"
"33026";0,15;10,0372;22,8327;60,8666;"R_SFL_ROI";"R";"Positive"
"33027";0,05;10,5051;22,4453;61,7184;"R_SFL_ROI";"R";"Positive"
"33028";0,1;10,4401;23,7886;60,9647;"R_SFL_ROI";"R";"Positive"
"33029";0,04;19,4487;-42,0741;76,0245;"R_5L_ROI";"R";"Positive"
"33030";0,03;19,6369;-41,3648;76,1483;"R_2_ROI";"R";"Positive"
"33031";0,01;19,8438;-40,6267;76,2513;"R_2_ROI";"R";"Positive"
"33032";-0,01;20,0692;-39,8766;76,3303;"R_2_ROI";"R";"Negative"
"33033";-0,01;20,315;-39,1237;76,3844;"R_2_ROI";"R";"Negative"
"33034";-0,06;20,5839;-38,3738;76,4132;"R_1_ROI";"R";"Negative"
"33035";-0,05;20,8793;-37,631;76,4168;"R_1_ROI";"R";"Negative"
"33036";0,03;21,2046;-36,8984;76,3958;"R_1_ROI";"R";"Positive"
"33037";0,12;21,5629;-36,1779;76,3505;"R_1_ROI";"R";"Positive"
"33038";0,04;21,9571;-35,471;76,282;"R_1_ROI";"R";"Positive"
"33039";0,03;22,3898;-34,778;76,1909;"R_3b_ROI";"R";"Positive"
"33040";0,04;22,8628;-34,0988;76,0783;"R_3b_ROI";"R";"Positive"
"33041";0,03;23,3774;-33,4328;75,9451;"R_3b_ROI";"R";"Positive"
"33042";0,06;23,9341;-32,7785;75,7924;"R_3b_ROI";"R";"Positive"
"33043";0,1;24,5329;-32,1341;75,6209;"R_3b_ROI";"R";"Positive"
"33044";0,08;25,173;-31,4971;75,4314;"R_3b_ROI";"R";"Positive"
"33045";0,06;25,8529;-30,865;75,2246;"R_3b_ROI";"R";"Positive"
"33046";0,12;26,5706;-30,2346;75,0007;"R_3b_ROI";"R";"Positive"
"33047";0,11;27,3235;-29,6027;74,7598;"R_3b_ROI";"R";"Positive"
"33048";0,02;28,1086;-28,966;74,5017;"R_3b_ROI";"R";"Positive"
"33049";-0,04;28,9222;-28,3209;74,2259;"R_3b_ROI";"R";"Negative"
"33050";-0,08;29,7606;-27,6642;73,9316;"R_3b_ROI";"R";"Negative"
"33051";-0,1;30,6195;-26,9925;73,6178;"R_3b_ROI";"R";"Negative"
"33052";-0,1;31,4946;-26,3026;73,2832;"R_3a_ROI";"R";"Negative"
"33053";-0,07;32,3812;-25,5916;72,9263;"R_3a_ROI";"R";"Negative"
"33054";-0,05;33,2748;-24,8569;72,5455;"R_3a_ROI";"R";"Negative"
"33055";-0,06;34,1706;-24,0964;72,1392;"R_3a_ROI";"R";"Negative"
"33056";-0,06;35,0642;-23,3082;71,7056;"R_3a_ROI";"R";"Negative"
"33057";-0,05;35,9513;-22,4912;71,2432;"R_3a_ROI";"R";"Negative"
"33058";-0,06;36,8279;-21,6449;70,7506;"R_3a_ROI";"R";"Negative"
"33059";-0,07;37,6905;-20,7696;70,2264;"R_3a_ROI";"R";"Negative"
"33060";-0,09;38,5363;-19,8663;69,6697;"R_4_ROI";"R";"Negative"
"33061";-0,08;39,3632;-18,9365;69,0798;"R_4_ROI";"R";"Negative"
"33062";-0,06;40,1696;-17,983;68,4565;"R_4_ROI";"R";"Negative"
"33063";-0,02;40,955;-17,0087;67,7997;"R_4_ROI";"R";"Negative"
"33064";0;41,7198;-16,0174;67,11;"R_4_ROI";"R";"Positive"
"33065";-0,01;42,4648;-15,0134;66,3884;"R_4_ROI";"R";"Negative"
"33066";-0,03;43,1919;-14,0013;65,6362;"R_4_ROI";"R";"Negative"
"33067";-0,07;43,903;-12,9856;64,8553;"R_4_ROI";"R";"Negative"
"33068";-0,12;44,6007;-11,971;64,0479;"R_4_ROI";"R";"Negative"
"33069";-0,13;45,2874;-10,962;63,2167;"R_4_ROI";"R";"Negative"
"33070";-0,11;45,9655;-9,96273;62,3644;"R_4_ROI";"R";"Negative"
"33071";-0,06;46,6367;-8,97682;61,4945;"R_4_ROI";"R";"Negative"
"33072";0,02;47,3025;-8,00737;60,6101;"R_4_ROI";"R";"Positive"
"33073";0,05;47,9634;-7,05687;59,715;"R_4_ROI";"R";"Positive"
"33074";0,03;48,6189;-6,1272;58,8126;"R_4_ROI";"R";"Positive"
"33075";0;49,2681;-5,21959;57,9066;"R_4_ROI";"R";"Positive"
"33076";0,01;49,9089;-4,33478;57,0004;"R_4_ROI";"R";"Positive"
"33077";0,03;50,5383;-3,47303;56,0975;"R_4_ROI";"R";"Positive"
"33078";0,03;51,1531;-2,63433;55,2012;"R_4_ROI";"R";"Positive"
"33079";0,03;51,749;-1,81857;54,3149;"R_4_ROI";"R";"Positive"
"33080";-0,02;52,3214;-1,02578;53,442;"R_4_ROI";"R";"Negative"
"33081";0,03;52,8653;-0,256518;52,5866;"R_4_ROI";"R";"Positive"
"33082";-0,04;53,3748;0,487489;51,7537;"R_4_ROI";"R";"Negative"
"33083";-0,06;53,843;1,20184;50,9515;"R_55b_ROI";"R";"Negative"
"33084";-0,04;54,2596;1,87545;50,1953;"R_55b_ROI";"R";"Negative"
"33085";0,01;54,1873;2,79136;50,2644;"R_55b_ROI";"R";"Positive"
"33086";0,07;53,695;3,15156;51,0877;"R_55b_ROI";"R";"Positive"
"33087";0,1;53,1488;3,54214;51,9478;"R_55b_ROI";"R";"Positive"
"33088";0,04;52,5568;3,95452;52,8244;"R_FEF_ROI";"R";"Positive"
"33089";0,03;51,9227;4,38329;53,706;"R_FEF_ROI";"R";"Positive"
"33090";0,04;51,2489;4,82433;54,5845;"R_FEF_ROI";"R";"Positive"
"33091";-0,02;50,5371;5,27413;55,4534;"R_FEF_ROI";"R";"Negative"
"33092";-0,02;49,7888;5,72971;56,3068;"R_FEF_ROI";"R";"Negative"
"33093";0,01;49,0058;6,18854;57,1396;"R_FEF_ROI";"R";"Positive"
"33094";-0,06;48,19;6,64864;57,9468;"R_FEF_ROI";"R";"Negative"
"33095";-0,15;47,3433;7,10854;58,7238;"R_FEF_ROI";"R";"Negative"
"33096";-0,18;46,4682;7,5674;59,466;"R_FEF_ROI";"R";"Negative"
"33097";-0,15;45,5672;8,025;60,1694;"R_FEF_ROI";"R";"Negative"
"33098";-0,11;44,6434;8,48172;60,83;"R_FEF_ROI";"R";"Negative"
"33099";-0,03;43,7;8,93851;61,4444;"R_FEF_ROI";"R";"Negative"
"33100";0,05;42,7402;9,39681;62,0096;"R_FEF_ROI";"R";"Positive"
"33101";0,06;41,7679;9,85843;62,5234;"R_FEF_ROI";"R";"Positive"
"33102";0,01;40,7869;10,3254;62,9842;"R_FEF_ROI";"R";"Positive"
"33103";-0,04;39,8009;10,8001;63,3915;"R_FEF_ROI";"R";"Negative"
"33104";-0,09;38,8139;11,2844;63,7454;"R_FEF_ROI";"R";"Negative"
"33105";-0,11;37,8297;11,7805;64,0472;"R_6a_ROI";"R";"Negative"
"33106";-0,08;36,8517;12,2902;64,299;"R_6a_ROI";"R";"Negative"
"33107";-0,07;35,8834;12,8147;64,5039;"R_6a_ROI";"R";"Negative"
"33108";-0,04;34,9276;13,3552;64,6657;"R_6a_ROI";"R";"Negative"
"33109";0,07;33,987;13,9121;64,7889;"R_6a_ROI";"R";"Positive"
"33110";0,06;33,0637;14,4854;64,8784;"R_6a_ROI";"R";"Positive"
"33111";0;32,1593;15,0748;64,9396;"R_6a_ROI";"R";"Positive"
"33112";0,05;31,2751;15,6793;64,9778;"R_6a_ROI";"R";"Positive"
"33113";0,01;30,412;16,2973;64,9982;"R_6a_ROI";"R";"Positive"
"33114";-0,02;29,5704;16,927;65,0058;"R_6a_ROI";"R";"Negative"
"33115";-0,02;28,7501;17,5657;65,005;"R_6a_ROI";"R";"Negative"
"33116";0;27,9508;18,2103;64,9995;"R_6a_ROI";"R";"Positive"
"33117";0,04;27,1714;18,8573;64,9922;"R_6a_ROI";"R";"Positive"
"33118";0,08;26,4105;19,5023;64,985;"R_6a_ROI";"R";"Positive"
"33119";0,08;25,666;20,1409;64,9789;"R_6a_ROI";"R";"Positive"
"33120";0,03;24,9354;20,7681;64,9737;"R_6a_ROI";"R";"Positive"
"33121";0,02;24,2157;21,3787;64,9684;"R_6a_ROI";"R";"Positive"
"33122";-0,06;23,5036;21,9676;64,9608;"R_6a_ROI";"R";"Negative"
"33123";-0,13;22,7958;22,5296;64,9482;"R_6ma_ROI";"R";"Negative"
"33124";-0,15;22,089;23,0598;64,927;"R_6ma_ROI";"R";"Negative"
"33125";-0,16;21,3804;23,5536;64,8933;"R_s6-8_ROI";"R";"Negative"
"33126";-0,16;20,668;24,0072;64,8427;"R_s6-8_ROI";"R";"Negative"
"33127";-0,12;19,9504;24,4173;64,7708;"R_s6-8_ROI";"R";"Negative"
"33128";-0,05;19,2274;24,7816;64,6733;"R_s6-8_ROI";"R";"Negative"
"33129";0,03;18,4999;25,0988;64,5462;"R_s6-8_ROI";"R";"Positive"
"33130";0,07;17,7697;25,3684;64,3859;"R_s6-8_ROI";"R";"Positive"
"33131";0,05;17,0395;25,5912;64,1894;"R_s6-8_ROI";"R";"Positive"
"33132";0,02;16,3128;25,7685;63,9547;"R_s6-8_ROI";"R";"Positive"
"33133";-0,01;15,5939;25,9027;63,6803;"R_s6-8_ROI";"R";"Negative"
"33134";-0,03;14,8871;25,9967;63,3659;"R_s6-8_ROI";"R";"Negative"
"33135";0;14,1974;26,0539;63,012;"R_s6-8_ROI";"R";"Positive"
"33136";0,03;13,5299;26,0782;62,6201;"R_s6-8_ROI";"R";"Positive"
"33137";-0,03;12,8902;26,0735;62,193;"R_SFL_ROI";"R";"Negative"
"33138";-0,04;12,2843;26,0443;61,7351;"R_SFL_ROI";"R";"Negative"
"33139";0,05;11,7197;25,9953;61,2537;"R_SFL_ROI";"R";"Positive"
"33140";0,14;11,2078;25,9322;60,7621;"R_SFL_ROI";"R";"Positive"
"33141";0,06;18,9557;-41,4071;76,1017;"R_5L_ROI";"R";"Positive"
"33142";0,06;19,1246;-40,6397;76,2252;"R_5L_ROI";"R";"Positive"
"33143";0,04;19,3195;-39,8713;76,3224;"R_2_ROI";"R";"Positive"
"33144";0,03;19,5382;-39,1035;76,3934;"R_1_ROI";"R";"Positive"
"33145";0;19,7819;-38,3399;76,4382;"R_1_ROI";"R";"Positive"
"33146";0;20,0531;-37,5837;76,4572;"R_1_ROI";"R";"Positive"
"33147";0,03;20,3547;-36,8376;76,4508;"R_1_ROI";"R";"Positive"
"33148";0,09;20,6897;-36,1038;76,4198;"R_1_ROI";"R";"Positive"
"33149";0,05;21,0611;-35,3834;76,3651;"R_3b_ROI";"R";"Positive"
"33150";0,06;21,4714;-34,6773;76,2879;"R_3b_ROI";"R";"Positive"
"33151";0,09;21,9227;-33,9855;76,1893;"R_3b_ROI";"R";"Positive"
"33152";0,05;22,4165;-33,3075;76,0704;"R_3b_ROI";"R";"Positive"
"33153";0,03;22,9535;-32,6421;75,9326;"R_3b_ROI";"R";"Positive"
"33154";0,04;23,5341;-31,9877;75,7769;"R_3b_ROI";"R";"Positive"
"33155";0;24,1575;-31,342;75,6043;"R_3b_ROI";"R";"Positive"
"33156";-0,03;24,8227;-30,7027;75,4155;"R_3b_ROI";"R";"Negative"
"33157";0,03;25,5279;-30,0667;75,2112;"R_3b_ROI";"R";"Positive"
"33158";0,12;26,2706;-29,431;74,9915;"R_3b_ROI";"R";"Positive"
"33159";0,08;27,048;-28,7924;74,7562;"R_3b_ROI";"R";"Positive"
"33160";-0,05;27,8567;-28,1474;74,5049;"R_3b_ROI";"R";"Negative"
"33161";-0,12;28,693;-27,4927;74,2367;"R_3b_ROI";"R";"Negative"
"33162";-0,13;29,5529;-26,8249;73,9507;"R_3b_ROI";"R";"Negative"
"33163";-0,12;30,4318;-26,1409;73,6452;"R_3a_ROI";"R";"Negative"
"33164";-0,08;31,3253;-25,4376;73,3188;"R_3a_ROI";"R";"Negative"
"33165";-0,05;32,2287;-24,7121;72,9695;"R_3a_ROI";"R";"Negative"
"33166";-0,05;33,1373;-23,9621;72,5957;"R_3a_ROI";"R";"Negative"
"33167";-0,05;34,0463;-23,1856;72,1952;"R_3a_ROI";"R";"Negative"
"33168";-0,04;34,9513;-22,3809;71,7664;"R_3a_ROI";"R";"Negative"
"33169";-0,04;35,848;-21,5472;71,3076;"R_3a_ROI";"R";"Negative"
"33170";-0,05;36,7326;-20,6842;70,8172;"R_4_ROI";"R";"Negative"
"33171";-0,06;37,6019;-19,7925;70,2941;"R_4_ROI";"R";"Negative"
"33172";-0,06;38,4532;-18,8733;69,7374;"R_4_ROI";"R";"Negative"
"33173";-0,08;39,2846;-17,9286;69,1466;"R_4_ROI";"R";"Negative"
"33174";-0,06;40,0951;-16,9612;68,5218;"R_4_ROI";"R";"Negative"
"33175";-0,04;40,8844;-15,9745;67,8632;"R_4_ROI";"R";"Negative"
"33176";-0,07;41,653;-14,9725;67,1718;"R_4_ROI";"R";"Negative"
"33177";-0,12;42,4024;-13,9595;66,4486;"R_4_ROI";"R";"Negative"
"33178";-0,14;43,1342;-12,9401;65,6957;"R_4_ROI";"R";"Negative"
"33179";-0,14;43,8506;-11,9192;64,9149;"R_4_ROI";"R";"Negative"
"33180";-0,11;44,5542;-10,9012;64,1088;"R_4_ROI";"R";"Negative"
"33181";-0,09;45,247;-9,89052;63,2803;"R_4_ROI";"R";"Negative"
"33182";-0,04;45,9313;-8,89126;62,4325;"R_4_ROI";"R";"Negative"
"33183";-0,01;46,6083;-7,90687;61,5685;"R_4_ROI";"R";"Negative"
"33184";0,01;47,279;-6,94029;60,6918;"R_4_ROI";"R";"Positive"
"33185";0,01;47,9435;-5,99385;59,8058;"R_4_ROI";"R";"Positive"
"33186";0;48,6009;-5,06925;58,9139;"R_4_ROI";"R";"Positive"
"33187";-0,02;49,2497;-4,16763;58,0193;"R_4_ROI";"R";"Negative"
"33188";-0,03;49,8875;-3,28968;57,1252;"R_4_ROI";"R";"Negative"
"33189";-0,03;50,5114;-2,43571;56,2343;"R_4_ROI";"R";"Negative"
"33190";-0,01;51,1178;-1,60586;55,3495;"R_4_ROI";"R";"Negative"
"33191";-0,02;51,7029;-0,80033;54,4732;"R_4_ROI";"R";"Negative"
"33192";0,04;52,2624;-0,0196716;53,6079;"R_FEF_ROI";"R";"Positive"
"33193";0,04;52,7923;0,734786;52,7558;"R_FEF_ROI";"R";"Positive"
"33194";0,04;53,2891;1,46023;51,9186;"R_FEF_ROI";"R";"Positive"
"33195";0,01;53,7513;2,1509;51,0944;"R_55b_ROI";"R";"Positive"
"33196";0,03;18,4344;-40,7503;76,1405;"R_5L_ROI";"R";"Positive"
"33197";0,03;18,5921;-39,9384;76,2614;"R_5L_ROI";"R";"Positive"
"33198";0,08;18,7808;-39,1401;76,3533;"R_1_ROI";"R";"Positive"
"33199";0,09;18,9978;-38,3524;76,4172;"R_1_ROI";"R";"Positive"
"33200";0,06;19,2441;-37,5753;76,4541;"R_1_ROI";"R";"Positive"
"33201";0,02;19,5218;-36,8102;76,4648;"R_1_ROI";"R";"Positive"
"33202";0,04;19,8336;-36,0582;76,4502;"R_3b_ROI";"R";"Positive"
"33203";0,04;20,1824;-35,3204;76,4117;"R_3b_ROI";"R";"Positive"
"33204";0,05;20,5706;-34,5976;76,3503;"R_3b_ROI";"R";"Positive"
"33205";0,09;21,0006;-33,8897;76,2675;"R_3b_ROI";"R";"Positive"
"33206";0,07;21,4739;-33,1964;76,1648;"R_3b_ROI";"R";"Positive"
"33207";0,03;21,9916;-32,5167;76,0436;"R_3b_ROI";"R";"Positive"
"33208";0;22,554;-31,8491;75,9052;"R_3b_ROI";"R";"Positive"
"33209";-0,06;23,161;-31,1917;75,7508;"R_3b_ROI";"R";"Negative"
"33210";-0,09;23,8114;-30,5421;75,5814;"R_3b_ROI";"R";"Negative"
"33211";-0,01;24,5037;-29,8976;75,3976;"R_3b_ROI";"R";"Negative"
"33212";0,05;25,2358;-29,2552;75,1999;"R_3b_ROI";"R";"Positive"
"33213";0,06;26,005;-28,6117;74,988;"R_3b_ROI";"R";"Positive"
"33214";-0,03;26,8079;-27,964;74,7617;"R_3b_ROI";"R";"Negative"
"33215";-0,12;27,641;-27,3086;74,52;"R_3b_ROI";"R";"Negative"
"33216";-0,13;28,5004;-26,6423;74,2617;"R_3a_ROI";"R";"Negative"
"33217";-0,13;29,3816;-25,9617;73,9854;"R_3a_ROI";"R";"Negative"
"33218";-0,1;30,2803;-25,2638;73,6893;"R_3a_ROI";"R";"Negative"
"33219";-0,04;31,1916;-24,5455;73,3714;"R_3a_ROI";"R";"Negative"
"33220";-0,04;32,1108;-23,8043;73,0296;"R_3a_ROI";"R";"Negative"
"33221";-0,04;33,033;-23,0377;72,6618;"R_3a_ROI";"R";"Negative"
"33222";-0,03;33,9537;-22,2441;72,2661;"R_3a_ROI";"R";"Negative"
"33223";-0,02;34,8683;-21,4219;71,8404;"R_4_ROI";"R";"Negative"
"33224";-0,03;35,7727;-20,5707;71,3832;"R_4_ROI";"R";"Negative"
"33225";-0,04;36,6633;-19,6904;70,8931;"R_4_ROI";"R";"Negative"
"33226";-0,05;37,537;-18,7817;70,3689;"R_4_ROI";"R";"Negative"
"33227";-0,09;38,3916;-17,8464;69,8102;"R_4_ROI";"R";"Negative"
"33228";-0,13;39,2255;-16,8866;69,2166;"R_4_ROI";"R";"Negative"
"33229";-0,14;40,0379;-15,9055;68,5885;"R_4_ROI";"R";"Negative"
"33230";-0,15;40,8291;-14,9065;67,9265;"R_4_ROI";"R";"Negative"
"33231";-0,19;41,5999;-13,894;67,2318;"R_4_ROI";"R";"Negative"
"33232";-0,2;42,3517;-12,8723;66,5062;"R_4_ROI";"R";"Negative"
"33233";-0,16;43,0865;-11,8462;65,7515;"R_4_ROI";"R";"Negative"
"33234";-0,08;43,8066;-10,8202;64,9702;"R_4_ROI";"R";"Negative"
"33235";-0,01;44,5142;-9,79911;64,1649;"R_4_ROI";"R";"Negative"
"33236";0,01;45,2113;-8,78702;63,3388;"R_4_ROI";"R";"Positive"
"33237";-0,01;45,8997;-7,78782;62,4949;"R_4_ROI";"R";"Negative"
"33238";-0,02;46,5804;-6,80484;61,6364;"R_4_ROI";"R";"Negative"
"33239";-0,01;47,2538;-5,84082;60,7666;"R_4_ROI";"R";"Negative"
"33240";0;47,9196;-4,8979;59,8886;"R_4_ROI";"R";"Positive"
"33241";-0,01;48,5765;-3,97764;59,0055;"R_4_ROI";"R";"Negative"
"33242";-0,04;49,2228;-3,08104;58,1199;"R_4_ROI";"R";"Negative"
"33243";-0,05;49,8559;-2,20874;57,2343;"R_4_ROI";"R";"Negative"
"33244";-0,01;50,4729;-1,36105;56,3507;"R_4_ROI";"R";"Negative"
"33245";0;51,0706;-0,538228;55,4708;"R_FEF_ROI";"R";"Positive"
"33246";0,05;51,6457;0,259328;54,5955;"R_FEF_ROI";"R";"Positive"
"33247";0,07;52,1954;1,03076;53,7249;"R_FEF_ROI";"R";"Positive"
