"";"x";"y";"z";"Label";"Hemisphere"
"56227";"7.577";"37.8498";"41.974";"R_8BM_ROI";"R"
"56228";"14.6248";"45.7973";"48.1342";"R_8BL_ROI";"R"
"56229";"13.841";"45.4872";"47.8718";"R_8BL_ROI";"R"
"56230";"13.0877";"45.1047";"47.5837";"R_8BL_ROI";"R"
"56231";"12.3697";"44.6531";"47.2703";"R_8BL_ROI";"R"
"56232";"11.6916";"44.1362";"46.9332";"R_8BL_ROI";"R"
"56233";"11.0569";"43.5579";"46.5748";"R_8BL_ROI";"R"
"56234";"10.4688";"42.923";"46.1982";"R_8BL_ROI";"R"
"56235";"9.92923";"42.2357";"45.8068";"R_8BM_ROI";"R"
"56236";"9.43896";"41.5006";"45.4046";"R_8BM_ROI";"R"
"56237";"8.99777";"40.7218";"44.9953";"R_8BM_ROI";"R"
"56238";"8.60419";"39.9032";"44.5828";"R_8BM_ROI";"R"
"56239";"8.25566";"39.0477";"44.1708";"R_8BM_ROI";"R"
"56240";"7.94858";"38.1577";"43.7624";"R_8BM_ROI";"R"
"56241";"7.67845";"37.2349";"43.3608";"R_8BM_ROI";"R"
"56242";"14.2459";"44.4923";"49.177";"R_8BL_ROI";"R"
"56243";"13.4784";"44.1579";"48.8999";"R_8BL_ROI";"R"
"56244";"12.7425";"43.7519";"48.5968";"R_8BL_ROI";"R"
"56245";"12.043";"43.2774";"48.2692";"R_8BL_ROI";"R"
"56246";"11.3842";"42.738";"47.9192";"R_8BL_ROI";"R"
"56247";"10.7696";"42.1378";"47.55";"R_8BL_ROI";"R"
"56248";"10.202";"41.4811";"47.165";"R_8BL_ROI";"R"
"56249";"9.68308";"40.7725";"46.7681";"R_8BM_ROI";"R"
"56250";"9.2133";"40.0164";"46.363";"R_8BM_ROI";"R"
"56251";"8.79205";"39.2171";"45.9534";"R_8BM_ROI";"R"
"56252";"8.41754";"38.3786";"45.5429";"R_8BM_ROI";"R"
"56253";"8.08685";"37.504";"45.1347";"R_8BM_ROI";"R"
"56254";"7.79612";"36.5956";"44.7316";"R_8BM_ROI";"R"
"56255";"13.8806";"43.1599";"50.1921";"R_8BL_ROI";"R"
"56256";"13.1297";"42.8029";"49.899";"R_8BL_ROI";"R"
"56257";"12.4115";"42.3748";"49.5804";"R_8BL_ROI";"R"
"56258";"11.7307";"41.8785";"49.2386";"R_8BL_ROI";"R"
"56259";"11.0914";"41.3173";"48.8766";"R_8BL_ROI";"R"
"56260";"10.497";"40.6951";"48.498";"R_8BL_ROI";"R"
"56261";"9.95001";"40.0164";"48.1066";"R_8BM_ROI";"R"
"56262";"9.4517";"39.2857";"47.7063";"R_8BM_ROI";"R"
"56263";"9.0023";"38.508";"47.3006";"R_8BM_ROI";"R"
"56264";"8.60079";"37.6876";"46.8931";"R_8BM_ROI";"R"
"56265";"8.24499";"36.8288";"46.4866";"R_8BM_ROI";"R"
"56266";"7.93168";"35.9347";"46.0839";"R_8BM_ROI";"R"
"56267";"13.5283";"41.8033";"51.1769";"R_8BL_ROI";"R"
"56268";"12.7943";"41.4255";"50.8669";"R_8BL_ROI";"R"
"56269";"12.0941";"40.9767";"50.5328";"R_8BL_ROI";"R"
"56270";"11.4323";"40.4592";"50.1775";"R_8BL_ROI";"R"
"56271";"10.8128";"39.8762";"49.8049";"R_8BL_ROI";"R"
"56272";"10.2388";"39.2316";"49.4189";"R_8BL_ROI";"R"
"56273";"9.71245";"38.53";"49.0236";"R_8BM_ROI";"R"
"56274";"9.23487";"37.7765";"48.6225";"R_8BM_ROI";"R"
"56275";"8.80581";"36.9763";"48.219";"R_8BM_ROI";"R"
"56276";"8.42387";"36.1342";"47.8158";"R_8BM_ROI";"R"
"56277";"8.08647";"35.2547";"47.4153";"R_8BM_ROI";"R"
"56278";"13.1881";"40.4262";"52.1289";"R_8BL_ROI";"R"
"56279";"12.4715";"40.0292";"51.8018";"R_8BL_ROI";"R"
"56280";"11.7897";"39.5605";"51.4526";"R_8BL_ROI";"R"
"56281";"11.1472";"39.022";"51.0853";"R_8BL_ROI";"R"
"56282";"10.5478";"38.4168";"50.7042";"R_8BL_ROI";"R"
"56283";"9.99454";"37.7489";"50.3135";"R_8BM_ROI";"R"
"56284";"9.48925";"37.0233";"49.9172";"R_8BM_ROI";"R"
"56285";"9.03259";"36.2458";"49.5184";"R_8BM_ROI";"R"
"56286";"8.62393";"35.4222";"49.1198";"R_8BM_ROI";"R"
"56287";"8.26139";"34.5578";"48.7233";"R_8BM_ROI";"R"
"56288";"12.8594";"39.0322";"53.0459";"R_8BL_ROI";"R"
"56289";"12.1608";"38.6175";"52.702";"R_8BL_ROI";"R"
"56290";"11.4979";"38.1295";"52.339";"R_8BL_ROI";"R"
"56291";"10.8753";"37.5696";"51.9617";"R_8BL_ROI";"R"
"56292";"10.2965";"36.941";"51.575";"R_8BL_ROI";"R"
"56293";"9.76447";"36.2482";"51.183";"R_8BM_ROI";"R"
"56294";"9.28062";"35.497";"50.7893";"R_8BM_ROI";"R"
"56295";"8.84518";"34.6942";"50.3962";"R_8BM_ROI";"R"
"56296";"8.45697";"33.8464";"50.0053";"R_8BM_ROI";"R"
"56297";"12.5418";"37.6254";"53.9262";"R_8BL_ROI";"R"
"56298";"11.8618";"37.1941";"53.5664";"R_8BL_ROI";"R"
"56299";"11.2186";"36.6866";"53.1915";"R_8BL_ROI";"R"
"56300";"10.6165";"36.1042";"52.8072";"R_8BL_ROI";"R"
"56301";"10.0591";"35.4502";"52.4186";"R_8BM_ROI";"R"
"56302";"9.54898";"34.7303";"52.0295";"R_8BM_ROI";"R"
"56303";"9.08717";"33.9516";"51.6424";"R_8BM_ROI";"R"
"56304";"8.67329";"33.1222";"51.2584";"R_8BM_ROI";"R"
"56305";"12.2351";"36.2101";"54.7681";"R_8BL_ROI";"R"
"56306";"11.5747";"35.7627";"54.394";"R_8BL_ROI";"R"
"56307";"10.9519";"35.2348";"54.0101";"R_8BL_ROI";"R"
"56308";"10.3713";"34.6275";"53.6229";"R_8BL_ROI";"R"
"56309";"9.83624";"33.9452";"53.2372";"R_8BM_ROI";"R"
"56310";"9.34899";"33.1954";"52.856";"R_8BM_ROI";"R"
"56311";"8.90994";"32.3873";"52.4799";"R_8BM_ROI";"R"
"56312";"11.9395";"34.7907";"55.5701";"R_8BL_ROI";"R"
"56313";"11.2996";"34.3271";"55.1843";"R_8BL_ROI";"R"
"56314";"10.6984";"33.7766";"54.7956";"R_8BL_ROI";"R"
"56315";"10.1405";"33.1407";"54.411";"R_8BM_ROI";"R"
"56316";"9.62924";"32.4261";"54.0344";"R_8BM_ROI";"R"
"56317";"9.16608";"31.6433";"53.6666";"R_8BM_ROI";"R"
"56318";"11.6552";"33.3723";"56.3311";"R_8BL_ROI";"R"
"56319";"11.0373";"32.8911";"55.9373";"R_8BL_ROI";"R"
"56320";"10.4593";"32.3136";"55.5498";"R_SFL_ROI";"R"
"56321";"9.92597";"31.6435";"55.1753";"R_8BM_ROI";"R"
"56322";"9.44031";"30.8917";"54.8153";"R_8BM_ROI";"R"
"56323";"11.3834";"31.9604";"57.0499";"R_SFL_ROI";"R"
"56324";"10.7892";"31.4579";"56.654";"R_SFL_ROI";"R"
"56325";"10.2366";"30.8462";"56.2766";"R_SFL_ROI";"R"
"56326";"9.73063";"30.1342";"55.9223";"R_8BM_ROI";"R"
"56327";"11.1254";"30.5612";"57.7257";"R_SFL_ROI";"R"
"56328";"10.5576";"30.0295";"57.3372";"R_SFL_ROI";"R"
"56329";"10.0343";"29.3717";"56.9835";"R_SFL_ROI";"R"
"56330";"10.8839";"29.1811";"58.3587";"R_SFL_ROI";"R"
"56331";"10.3473";"28.6041";"57.9946";"R_SFL_ROI";"R"
"56332";"10.6639";"27.8255";"58.9524";"R_SFL_ROI";"R"
"56333";"41.6079";"60.8363";"6.73017";"R_a9-46v_ROI";"R"
"56334";"40.9927";"61.2528";"7.54336";"R_a9-46v_ROI";"R"
"56335";"40.3458";"61.648";"8.37935";"R_a9-46v_ROI";"R"
"56336";"39.676";"62.0142";"9.24103";"R_a9-46v_ROI";"R"
"56337";"38.9892";"62.3469";"10.1271";"R_a9-46v_ROI";"R"
"56338";"38.2899";"62.6429";"11.0356";"R_a9-46v_ROI";"R"
"56339";"37.5819";"62.9006";"11.9643";"R_9-46d_ROI";"R"
"56340";"36.8679";"63.1187";"12.9115";"R_9-46d_ROI";"R"
"56341";"36.1504";"63.2968";"13.8754";"R_9-46d_ROI";"R"
"56342";"35.4313";"63.4346";"14.8545";"R_9-46d_ROI";"R"
"56343";"34.712";"63.5321";"15.8476";"R_9-46d_ROI";"R"
"56344";"33.9938";"63.5896";"16.8534";"R_9-46d_ROI";"R"
"56345";"33.2774";"63.6069";"17.8708";"R_9-46d_ROI";"R"
"56346";"32.5635";"63.5842";"18.8989";"R_9-46d_ROI";"R"
"56347";"31.8526";"63.5212";"19.9366";"R_9-46d_ROI";"R"
"56348";"31.1449";"63.4176";"20.9831";"R_9-46d_ROI";"R"
"56349";"30.4407";"63.2729";"22.0374";"R_9-46d_ROI";"R"
"56350";"29.74";"63.0865";"23.0988";"R_9-46d_ROI";"R"
"56351";"29.0433";"62.8575";"24.1666";"R_9-46d_ROI";"R"
"56352";"28.3507";"62.5852";"25.24";"R_9-46d_ROI";"R"
"56353";"27.6627";"62.2686";"26.3186";"R_9-46d_ROI";"R"
"56354";"26.98";"61.907";"27.4018";"R_9-46d_ROI";"R"
"56355";"26.3031";"61.4996";"28.4895";"R_9-46d_ROI";"R"
"56356";"25.6331";"61.0456";"29.5814";"R_9-46d_ROI";"R"
"56357";"24.971";"60.5445";"30.6776";"R_9-46d_ROI";"R"
"56358";"24.3179";"59.996";"31.7782";"R_9-46d_ROI";"R"
"56359";"23.6749";"59.3996";"32.8833";"R_9p_ROI";"R"
"56360";"23.0435";"58.7553";"33.9931";"R_9p_ROI";"R"
"56361";"22.4248";"58.0631";"35.1078";"R_9p_ROI";"R"
"56362";"21.82";"57.323";"36.2274";"R_9p_ROI";"R"
"56363";"21.2302";"56.5354";"37.3517";"R_9p_ROI";"R"
"56364";"20.6563";"55.7006";"38.4805";"R_9p_ROI";"R"
"56365";"20.0992";"54.819";"39.6129";"R_9p_ROI";"R"
"56366";"19.5594";"53.8913";"40.7478";"R_9p_ROI";"R"
"56367";"19.0372";"52.9182";"41.8838";"R_9p_ROI";"R"
"56368";"18.5327";"51.9007";"43.0188";"R_9p_ROI";"R"
"56369";"18.0458";"50.8396";"44.1505";"R_9p_ROI";"R"
"56370";"17.5761";"49.7365";"45.2762";"R_8Ad_ROI";"R"
"56371";"17.123";"48.5927";"46.3928";"R_8BL_ROI";"R"
"56372";"16.6858";"47.4102";"47.4968";"R_8BL_ROI";"R"
"56373";"16.2637";"46.191";"48.5848";"R_8BL_ROI";"R"
"56374";"15.8556";"44.9375";"49.6531";"R_8BL_ROI";"R"
"56375";"15.4606";"43.6525";"50.6982";"R_8BL_ROI";"R"
"56376";"15.0777";"42.339";"51.7166";"R_8BL_ROI";"R"
"56377";"14.7059";"41.0003";"52.7051";"R_8BL_ROI";"R"
"56378";"14.3445";"39.6401";"53.6604";"R_8BL_ROI";"R"
"56379";"13.9926";"38.2623";"54.5798";"R_8BL_ROI";"R"
"56380";"13.6497";"36.8711";"55.4608";"R_8BL_ROI";"R"
"56381";"13.3155";"35.471";"56.3007";"R_8BL_ROI";"R"
"56382";"12.9899";"34.067";"57.0974";"R_8BL_ROI";"R"
"56383";"12.6727";"32.6645";"57.8482";"R_8BL_ROI";"R"
"56384";"12.3644";"31.2695";"58.5505";"R_SFL_ROI";"R"
"56385";"12.0653";"29.8895";"59.2008";"R_SFL_ROI";"R"
"56386";"11.7755";"28.5329";"59.7942";"R_SFL_ROI";"R"
"56387";"11.4935";"27.21";"60.3222";"R_SFL_ROI";"R"
"56388";"41.8495";"60.4875";"7.85158";"R_a9-46v_ROI";"R"
"56389";"41.2296";"60.8883";"8.73901";"R_a9-46v_ROI";"R"
"56390";"40.5839";"61.2637";"9.63229";"R_a9-46v_ROI";"R"
"56391";"39.919";"61.6077";"10.5395";"R_a9-46v_ROI";"R"
"56392";"39.2395";"61.9164";"11.4629";"R_a9-46v_ROI";"R"
"56393";"38.549";"62.1876";"12.4026";"R_a9-46v_ROI";"R"
"56394";"37.8503";"62.4198";"13.3579";"R_a9-46v_ROI";"R"
"56395";"37.146";"62.6122";"14.3276";"R_9-46d_ROI";"R"
"56396";"36.4379";"62.7642";"15.3106";"R_9-46d_ROI";"R"
"56397";"35.7278";"62.8758";"16.3057";"R_9-46d_ROI";"R"
"56398";"35.0168";"62.9472";"17.312";"R_9-46d_ROI";"R"
"56399";"34.3062";"62.9783";"18.3283";"R_9-46d_ROI";"R"
"56400";"33.5965";"62.9694";"19.3537";"R_9-46d_ROI";"R"
"56401";"32.8885";"62.9205";"20.3875";"R_9-46d_ROI";"R"
"56402";"32.1826";"62.8314";"21.4286";"R_9-46d_ROI";"R"
"56403";"31.4791";"62.7018";"22.4764";"R_9-46d_ROI";"R"
"56404";"30.7784";"62.5313";"23.5301";"R_9-46d_ROI";"R"
"56405";"30.0808";"62.3193";"24.589";"R_9-46d_ROI";"R"
"56406";"29.3866";"62.0652";"25.6526";"R_9-46d_ROI";"R"
"56407";"28.6963";"61.7681";"26.7203";"R_9-46d_ROI";"R"
"56408";"28.0106";"61.4273";"27.7918";"R_9-46d_ROI";"R"
"56409";"27.33";"61.0421";"28.8669";"R_9-46d_ROI";"R"
"56410";"26.6555";"60.6118";"29.9454";"R_9-46d_ROI";"R"
"56411";"25.9881";"60.1357";"31.0275";"R_9-46d_ROI";"R"
"56412";"25.3289";"59.6134";"32.1131";"R_9-46d_ROI";"R"
"56413";"24.679";"59.0445";"33.2028";"R_9p_ROI";"R"
"56414";"24.0398";"58.4288";"34.2967";"R_9p_ROI";"R"
"56415";"23.4124";"57.7661";"35.3953";"R_9p_ROI";"R"
"56416";"22.7982";"57.0565";"36.4988";"R_9p_ROI";"R"
"56417";"22.1983";"56.3001";"37.6073";"R_9p_ROI";"R"
"56418";"21.6136";"55.497";"38.7209";"R_9p_ROI";"R"
"56419";"21.0452";"54.6478";"39.8391";"R_9p_ROI";"R"
"56420";"20.4935";"53.7527";"40.9612";"R_9p_ROI";"R"
"56421";"19.9591";"52.8123";"42.0862";"R_9p_ROI";"R"
"56422";"19.4422";"51.8274";"43.2125";"R_9p_ROI";"R"
"56423";"18.9426";"50.7988";"44.338";"R_8Ad_ROI";"R"
"56424";"18.4602";"49.7276";"45.4603";"R_8Ad_ROI";"R"
"56425";"17.9943";"48.6149";"46.5765";"R_8Ad_ROI";"R"
"56426";"17.5442";"47.4625";"47.6834";"R_8Ad_ROI";"R"
"56427";"17.1091";"46.2719";"48.7775";"R_8BL_ROI";"R"
"56428";"16.6879";"45.0455";"49.8551";"R_8BL_ROI";"R"
"56429";"16.2796";"43.7855";"50.9123";"R_8BL_ROI";"R"
"56430";"15.8831";"42.4948";"51.9456";"R_8BL_ROI";"R"
"56431";"15.4972";"41.1764";"52.9512";"R_8BL_ROI";"R"
"56432";"15.1211";"39.8337";"53.9257";"R_8BL_ROI";"R"
"56433";"14.7537";"38.4704";"54.8659";"R_8BL_ROI";"R"
"56434";"14.3944";"37.0904";"55.7687";"R_8BL_ROI";"R"
"56435";"14.0424";"35.6979";"56.6313";"R_8BL_ROI";"R"
"56436";"13.6974";"34.2972";"57.4509";"R_8BL_ROI";"R"
"56437";"13.3589";"32.893";"58.2248";"R_8BL_ROI";"R"
"56438";"13.0264";"31.4902";"58.95";"R_SFL_ROI";"R"
"56439";"12.6995";"30.0938";"59.623";"R_SFL_ROI";"R"
"56440";"12.3766";"28.7089";"60.2388";"R_SFL_ROI";"R"
"56441";"12.0537";"27.3405";"60.7887";"R_SFL_ROI";"R"
"56442";"42.106";"60.0798";"9.00072";"R_a9-46v_ROI";"R"
"56443";"41.4849";"60.463";"9.94338";"R_a9-46v_ROI";"R"
"56444";"40.8416";"60.8181";"10.8848";"R_a9-46v_ROI";"R"
"56445";"40.1816";"61.1399";"11.8328";"R_a9-46v_ROI";"R"
"56446";"39.5088";"61.4253";"12.7909";"R_a9-46v_ROI";"R"
"56447";"38.8259";"61.6722";"13.7601";"R_a9-46v_ROI";"R"
"56448";"38.1355";"61.8795";"14.7406";"R_9-46d_ROI";"R"
"56449";"37.4396";"62.0465";"15.7318";"R_9-46d_ROI";"R"
"56450";"36.7397";"62.1729";"16.733";"R_9-46d_ROI";"R"
"56451";"36.0373";"62.2588";"17.7433";"R_9-46d_ROI";"R"
"56452";"35.3335";"62.3043";"18.762";"R_9-46d_ROI";"R"
"56453";"34.6293";"62.3096";"19.7882";"R_9-46d_ROI";"R"
"56454";"33.9253";"62.2749";"20.8211";"R_9-46d_ROI";"R"
"56455";"33.2222";"62.2001";"21.8599";"R_9-46d_ROI";"R"
"56456";"32.5204";"62.0852";"22.9041";"R_9-46d_ROI";"R"
"56457";"31.8205";"61.93";"23.9528";"R_9-46d_ROI";"R"
"56458";"31.1227";"61.734";"25.0056";"R_9-46d_ROI";"R"
"56459";"30.4276";"61.4969";"26.0619";"R_9-46d_ROI";"R"
"56460";"29.7356";"61.2179";"27.1212";"R_9-46d_ROI";"R"
"56461";"29.0473";"60.8964";"28.1832";"R_9-46d_ROI";"R"
"56462";"28.3635";"60.5317";"29.2477";"R_9-46d_ROI";"R"
"56463";"27.6849";"60.1232";"30.3146";"R_9-46d_ROI";"R"
"56464";"27.0126";"59.6702";"31.3841";"R_9-46d_ROI";"R"
"56465";"26.3476";"59.1721";"32.4562";"R_9-46d_ROI";"R"
"56466";"25.6912";"58.6287";"33.5315";"R_9-46d_ROI";"R"
"56467";"25.0445";"58.0395";"34.6102";"R_9p_ROI";"R"
"56468";"24.4088";"57.4044";"35.693";"R_9p_ROI";"R"
"56469";"23.7854";"56.7233";"36.7802";"R_9p_ROI";"R"
"56470";"23.1756";"55.9961";"37.8724";"R_9p_ROI";"R"
"56471";"22.5803";"55.2231";"38.9697";"R_9p_ROI";"R"
"56472";"22.0007";"54.4045";"40.0722";"R_9p_ROI";"R"
"56473";"21.4373";"53.5405";"41.1797";"R_9p_ROI";"R"
"56474";"20.8909";"52.6316";"42.2913";"R_9p_ROI";"R"
"56475";"20.3616";"51.6783";"43.406";"R_9p_ROI";"R"
"56476";"19.8496";"50.6812";"44.5222";"R_8Ad_ROI";"R"
"56477";"19.3547";"49.6413";"45.6377";"R_8Ad_ROI";"R"
"56478";"18.8763";"48.5595";"46.7501";"R_8Ad_ROI";"R"
"56479";"18.4137";"47.437";"47.8564";"R_8Ad_ROI";"R"
"56480";"17.9662";"46.2754";"48.9531";"R_8Ad_ROI";"R"
"56481";"17.5326";"45.0765";"50.0366";"R_8BL_ROI";"R"
"56482";"17.1117";"43.8423";"51.1031";"R_8BL_ROI";"R"
"56483";"16.7025";"42.5754";"52.1488";"R_8BL_ROI";"R"
"56484";"16.3036";"41.2784";"53.1697";"R_8BL_ROI";"R"
"56485";"15.9139";"39.9544";"54.162";"R_8BL_ROI";"R"
"56486";"15.5322";"38.6067";"55.1221";"R_8BL_ROI";"R"
"56487";"15.1577";"37.239";"56.0466";"R_8BL_ROI";"R"
"56488";"14.7893";"35.855";"56.9322";"R_8BL_ROI";"R"
"56489";"14.4263";"34.4586";"57.7759";"R_8BL_ROI";"R"
"56490";"14.0678";"33.0538";"58.5745";"R_SFL_ROI";"R"
"56491";"13.713";"31.6446";"59.3248";"R_SFL_ROI";"R"
"56492";"13.3606";"30.235";"60.023";"R_SFL_ROI";"R"
"56493";"13.0084";"28.8288";"60.6639";"R_SFL_ROI";"R"
"56494";"12.6523";"27.4298";"61.2396";"R_SFL_ROI";"R"
"56495";"42.3714";"59.619";"10.1746";"R_a9-46v_ROI";"R"
"56496";"41.7515";"59.983";"11.1596";"R_a9-46v_ROI";"R"
"56497";"41.1121";"60.3168";"12.1407";"R_a9-46v_ROI";"R"
"56498";"40.4577";"60.6159";"13.1241";"R_a9-46v_ROI";"R"
"56499";"39.7916";"60.8776";"14.1132";"R_a9-46v_ROI";"R"
"56500";"39.1162";"61.1002";"15.1095";"R_a9-46v_ROI";"R"
"56501";"38.4335";"61.2826";"16.1133";"R_9-46d_ROI";"R"
"56502";"37.7452";"61.4244";"17.1245";"R_9-46d_ROI";"R"
"56503";"37.0527";"61.5255";"18.1426";"R_9-46d_ROI";"R"
"56504";"36.3572";"61.5859";"19.1672";"R_9-46d_ROI";"R"
"56505";"35.6597";"61.6058";"20.1974";"R_9-46d_ROI";"R"
"56506";"34.961";"61.5855";"21.2328";"R_9-46d_ROI";"R"
"56507";"34.2619";"61.5252";"22.2726";"R_9-46d_ROI";"R"
"56508";"33.563";"61.4249";"23.3161";"R_9-46d_ROI";"R"
"56509";"32.8648";"61.2847";"24.363";"R_9-46d_ROI";"R"
"56510";"32.1678";"61.1042";"25.4125";"R_9-46d_ROI";"R"
"56511";"31.4725";"60.8832";"26.4642";"R_9-46d_ROI";"R"
"56512";"30.7795";"60.6212";"27.5178";"R_9-46d_ROI";"R"
"56513";"30.0893";"60.3177";"28.5728";"R_9-46d_ROI";"R"
"56514";"29.4028";"59.9721";"29.6292";"R_9-46d_ROI";"R"
"56515";"28.7206";"59.5837";"30.6867";"R_9-46d_ROI";"R"
"56516";"28.0439";"59.152";"31.7456";"R_9-46d_ROI";"R"
"56517";"27.3736";"58.6764";"32.8061";"R_9-46d_ROI";"R"
"56518";"26.7109";"58.1565";"33.8685";"R_9-46d_ROI";"R"
"56519";"26.057";"57.5919";"34.9333";"R_9-46d_ROI";"R"
"56520";"25.4133";"56.9823";"36.0012";"R_9p_ROI";"R"
"56521";"24.781";"56.3276";"37.0727";"R_9p_ROI";"R"
"56522";"24.1614";"55.6279";"38.1486";"R_9p_ROI";"R"
"56523";"23.5556";"54.8829";"39.2294";"R_9p_ROI";"R"
"56524";"22.9647";"54.0931";"40.3153";"R_9p_ROI";"R"
"56525";"22.3896";"53.2585";"41.4066";"R_9p_ROI";"R"
"56526";"21.831";"52.3794";"42.5029";"R_9p_ROI";"R"
"56527";"21.2894";"51.4562";"43.6037";"R_9p_ROI";"R"
"56528";"20.7648";"50.4895";"44.7077";"R_8Ad_ROI";"R"
"56529";"20.2572";"49.4799";"45.8133";"R_8Ad_ROI";"R"
"56530";"19.7663";"48.4282";"46.9184";"R_8Ad_ROI";"R"
"56531";"19.2913";"47.3353";"48.0203";"R_8Ad_ROI";"R"
"56532";"18.8316";"46.2026";"49.1159";"R_8Ad_ROI";"R"
"56533";"18.3858";"45.0314";"50.2018";"R_8Ad_ROI";"R"
"56534";"17.953";"43.8236";"51.2741";"R_8Ad_ROI";"R"
"56535";"17.5317";"42.5812";"52.329";"R_8BL_ROI";"R"
"56536";"17.1206";"41.3066";"53.3623";"R_8BL_ROI";"R"
"56537";"16.7184";"40.0026";"54.3701";"R_8BL_ROI";"R"
"56538";"16.3236";"38.6722";"55.3483";"R_8BL_ROI";"R"
"56539";"15.9352";"37.3185";"56.2933";"R_8BL_ROI";"R"
"56540";"15.5519";"35.9449";"57.2013";"R_8BL_ROI";"R"
"56541";"15.1725";"34.555";"58.0689";"R_8BL_ROI";"R"
"56542";"14.796";"33.1524";"58.8926";"R_8BL_ROI";"R"
"56543";"14.421";"31.7406";"59.6687";"R_SFL_ROI";"R"
"56544";"14.046";"30.323";"60.3932";"R_SFL_ROI";"R"
"56545";"13.6686";"28.903";"61.061";"R_SFL_ROI";"R"
"56546";"13.2852";"27.4846";"61.6648";"R_SFL_ROI";"R"
"56547";"42.6427";"59.1076";"11.3685";"R_a9-46v_ROI";"R"
"56548";"42.0259";"59.4511";"12.387";"R_a9-46v_ROI";"R"
"56549";"41.3916";"59.7626";"13.4008";"R_a9-46v_ROI";"R"
"56550";"40.7435";"60.0384";"14.4145";"R_a9-46v_ROI";"R"
"56551";"40.0844";"60.276";"15.4309";"R_46_ROI";"R"
"56552";"39.4163";"60.474";"16.4514";"R_a9-46v_ROI";"R"
"56553";"38.741";"60.6315";"17.4763";"R_46_ROI";"R"
"56554";"38.0599";"60.7481";"18.5059";"R_9-46d_ROI";"R"
"56555";"37.3741";"60.8239";"19.5396";"R_9-46d_ROI";"R"
"56556";"36.6849";"60.859";"20.5773";"R_9-46d_ROI";"R"
"56557";"35.9931";"60.8537";"21.6183";"R_9-46d_ROI";"R"
"56558";"35.2994";"60.8081";"22.6621";"R_9-46d_ROI";"R"
"56559";"34.6047";"60.7226";"23.7082";"R_9-46d_ROI";"R"
"56560";"33.9094";"60.5972";"24.7562";"R_9-46d_ROI";"R"
"56561";"33.2143";"60.4319";"25.8054";"R_9-46d_ROI";"R"
"56562";"32.5198";"60.2265";"26.8556";"R_9-46d_ROI";"R"
"56563";"31.8267";"59.9808";"27.9062";"R_9-46d_ROI";"R"
"56564";"31.1355";"59.6943";"28.9571";"R_9-46d_ROI";"R"
"56565";"30.4469";"59.3665";"30.008";"R_9-46d_ROI";"R"
"56566";"29.7619";"58.997";"31.0588";"R_9-46d_ROI";"R"
"56567";"29.0812";"58.585";"32.1096";"R_9-46d_ROI";"R"
"56568";"28.4061";"58.1302";"33.1606";"R_9-46d_ROI";"R"
"56569";"27.7376";"57.6321";"34.2123";"R_9-46d_ROI";"R"
"56570";"27.0769";"57.0902";"35.265";"R_9-46d_ROI";"R"
"56571";"26.4254";"56.5043";"36.3195";"R_9-46d_ROI";"R"
"56572";"25.7844";"55.8742";"37.3766";"R_9p_ROI";"R"
"56573";"25.1551";"55.1998";"38.4369";"R_9p_ROI";"R"
"56574";"24.5389";"54.481";"39.5014";"R_9p_ROI";"R"
"56575";"23.9368";"53.718";"40.5705";"R_9p_ROI";"R"
"56576";"23.3498";"52.9109";"41.6449";"R_9p_ROI";"R"
"56577";"22.7789";"52.0599";"42.7246";"R_9p_ROI";"R"
"56578";"22.2245";"51.1652";"43.8095";"R_8Ad_ROI";"R"
"56579";"21.687";"50.2273";"44.8989";"R_8Ad_ROI";"R"
"56580";"21.1665";"49.2467";"45.9917";"R_8Ad_ROI";"R"
"56581";"20.6626";"48.224";"47.0862";"R_8Ad_ROI";"R"
"56582";"20.175";"47.1599";"48.1802";"R_8Ad_ROI";"R"
"56583";"19.7028";"46.0554";"49.271";"R_8Ad_ROI";"R"
"56584";"19.245";"44.9118";"50.3553";"R_8Ad_ROI";"R"
"56585";"18.8002";"43.7305";"51.4295";"R_8Ad_ROI";"R"
"56586";"18.3673";"42.5132";"52.4899";"R_8Ad_ROI";"R"
"56587";"17.9446";"41.262";"53.5322";"R_8Ad_ROI";"R"
"56588";"17.5306";"39.9793";"54.5523";"R_8Ad_ROI";"R"
"56589";"17.1238";"38.6676";"55.546";"R_8BL_ROI";"R"
"56590";"16.7227";"37.3299";"56.5093";"R_8BL_ROI";"R"
"56591";"16.3259";"35.9692";"57.438";"R_8BL_ROI";"R"
"56592";"15.932";"34.5888";"58.3284";"R_8BL_ROI";"R"
"56593";"15.5394";"33.1918";"59.1765";"R_8BL_ROI";"R"
"56594";"15.1468";"31.7816";"59.9783";"R_s6-8_ROI";"R"
"56595";"14.7522";"30.3613";"60.7296";"R_s6-8_ROI";"R"
"56596";"14.3534";"28.9345";"61.4253";"R_s6-8_ROI";"R"
"56597";"13.9474";"27.505";"62.0585";"R_s6-8_ROI";"R"
"56598";"42.9182";"58.5472";"12.5776";"R_a9-46v_ROI";"R"
"56599";"42.3058";"58.8691";"13.6234";"R_a9-46v_ROI";"R"
"56600";"41.6774";"59.1576";"14.6645";"R_46_ROI";"R"
"56601";"41.0361";"59.4094";"15.7041";"R_46_ROI";"R"
"56602";"40.3842";"59.6225";"16.7442";"R_46_ROI";"R"
"56603";"39.7235";"59.7956";"17.7861";"R_46_ROI";"R"
