R_IPS1_ROI,17
R_Ig_ROI,168
R_LBelt_ROI,174
R_LIPd_ROI,95
R_LIPv_ROI,48
R_LO1_ROI,20
R_LO2_ROI,21
R_LO3_ROI,159
R_MBelt_ROI,173
R_MIP_ROI,50
R_MI_ROI,109
R_MST_ROI,2
R_MT_ROI,23
R_OFC_ROI,93
R_OP1_ROI,101
R_OP2-3_ROI,102
R_OP4_ROI,100
R_PBelt_ROI,124
R_PCV_ROI,27
R_PEF_ROI,11
R_PF_ROI,148
R_PFcm_ROI,105
R_PFm_ROI,149
R_PFop_ROI,147
R_PFt_ROI,116
R_PGi_ROI,150
R_PGp_ROI,143
R_PGs_ROI,151
R_PHA1_ROI,126
R_PHA2_ROI,155
R_PHA3_ROI,127
R_PHT_ROI,137
R_PH_ROI,138
R_PIT_ROI,22
R_PI_ROI,178
R_POS1_ROI,31
R_POS2_ROI,15
R_PSL_ROI,25
R_PeEc_ROI,122
R_Pir_ROI,110
R_PoI1_ROI,167
R_PoI2_ROI,106
R_PreS_ROI,119
R_ProS_ROI,121
R_RI_ROI,104
R_RSC_ROI,14
R_SCEF_ROI,43
R_SFL_ROI,26
R_STGa_ROI,123
R_STSda_ROI,128
R_STSdp_ROI,129
R_STSva_ROI,176
R_STSvp_ROI,130
R_STV_ROI,28
R_TA2_ROI,107
R_TE1a_ROI,132
R_TE1m_ROI,177
R_TE1p_ROI,133
R_TE2a_ROI,134
R_TE2p_ROI,136
R_TF_ROI,135
R_TGd_ROI,131
R_TGv_ROI,172
R_TPOJ1_ROI,139
R_TPOJ2_ROI,140
R_TPOJ3_ROI,141
R_V1_ROI,1
R_V2_ROI,4
R_V3A_ROI,13
R_V3B_ROI,19
R_V3CD_ROI,158
R_V3_ROI,5
R_V4_ROI,6
R_V4t_ROI,156
R_V6A_ROI,152
R_V6_ROI,3
R_V7_ROI,16
R_V8_ROI,7
R_VIP_ROI,49
R_VMV1_ROI,153
R_VMV2_ROI,160
R_VMV3_ROI,154
R_VVC_ROI,163
R_a10p_ROI,89
R_a24_ROI,61
R_a24pr_ROI,59
R_a32pr_ROI,179
R_a47r_ROI,77
R_a9-46v_ROI,85
R_d23ab_ROI,34
R_d32_ROI,62
R_i6-8_ROI,97
R_p10p_ROI,170
R_p24_ROI,180
R_p24pr_ROI,57
R_p32_ROI,64
R_p32pr_ROI,60
R_p47r_ROI,171
R_p9-46v_ROI,83
R_pOFC_ROI,166
R_s32_ROI,165
R_s6-8_ROI,98
R_v23ab_ROI,33
